rank1	rank2	rank3	rank4	name	#records	#title	#GPS	#uniqueGPS	gbnumber	lat_lon	country
Stramenopiles	Bacillariophyta	Mediophyceae	Biddulphiophycidae	Psammogramma_vigoensis	1	1	0	0	['KR048194']	[]	['']	[' New Insights into Plagiogrammaceae (Bacillariophyta) Based on Multigene Phylogenies and Morphological Characteristics with the Description of a New Genus and Three New Species']
Stramenopiles	Bacillariophyta	Mediophyceae	Biddulphiophycidae	Psammoneis_japonica	2	2	0	0	['AB433336', 'JN975250']	[]	['', 'USA']	[' A new araphid diatom genus Psammoneis gen. nov. (Plagiogrammaceae, Bacillariophyta) with three new species based on SSU and LSU rDNA sequence data and morphology', ' A revision of the genus Cyclophora and description of Astrosyne gen. nov. (Bacillariophyta), two genera with the pyrenoids contained within pseudosepta']
Stramenopiles	Bacillariophyta	Mediophyceae	Biddulphiophycidae	Psammoneis_obaidii	1	1	0	0	['KR059022']	[]	['Saudi Arabia']	[' New Insights into Plagiogrammaceae (Bacillariophyta) Based on Multigene Phylogenies and Morphological Characteristics with the Description of a New Genus and Three New Species']
Stramenopiles	Bacillariophyta	Mediophyceae	Biddulphiophycidae	Psammoneis_pseudojaponica	1	1	0	0	['AB433339']	[]	['']	[' A new araphid diatom genus Psammoneis gen. nov. (Plagiogrammaceae, Bacillariophyta) with three new species based on SSU and LSU rDNA sequence data and morphology']
Stramenopiles	Bacillariophyta	Mediophyceae	Biddulphiophycidae	Psammoneis_senegalensis	1	1	0	0	['AB433341']	[]	['']	[' A new araphid diatom genus Psammoneis gen. nov. (Plagiogrammaceae, Bacillariophyta) with three new species based on SSU and LSU rDNA sequence data and morphology']
Stramenopiles	Bacillariophyta	Mediophyceae	Biddulphiophycidae	Pseudauliscus_peruvianus	1	1	0	0	['KC309506']	[]	['USA']	[' Revisiting Ross and Sims (1971)']
Stramenopiles	Bacillariophyta	Mediophyceae	Biddulphiophycidae	Talaroneis_posidoniae	2	2	0	0	['JF791047', 'AY216905']	[]	['']	[' Phylogenetic composition and distribution of picoeukaryotes in the hypoxic northwestern coast of the Gulf of Mexico', ' Molecular phylogeny and morphology of the marine diatom Talaroneis posidoniae gen. et sp. nov. (Bacillariophyta) advocate the return of the Plagiogrammaceae to the pennate diatoms']
Stramenopiles	Bacillariophyta	Mediophyceae	Biddulphiophycidae	Terpsinoe_americana	1	1	0	0	['KJ577872']	[]	['USA']	[' Comparative analysis of the interaction between habitat and growth form in diatoms']
Stramenopiles	Bacillariophyta	Mediophyceae	Biddulphiophycidae	Terpsinoe_musica	1	1	0	0	['HQ912682']	[]	['']	[' A preliminary multigene phylogeny of the diatoms (Bacillariophyta)']
Stramenopiles	Bacillariophyta	Mediophyceae	Biddulphiophycidae	Triceratium_dictyotum	1	1	0	0	['JX413554']	[]	['USA']	[' The marine araphid diatom genus Licmosphenia in comparison to Licmophora, with the description of three new species']
Stramenopiles	Bacillariophyta	Mediophyceae	Biddulphiophycidae	Triceratium_dubium	6	3	0	0	['KC309519', 'KC309520', 'HQ912664', 'HQ912647', 'HQ912572', 'KF422606']	[]	['USA', '']	[' Revisiting Ross and Sims (1971)', ' A preliminary multigene phylogeny of the diatoms (Bacillariophyta)', ' Protistan 18S rRNA sequences from culture collections']
Stramenopiles	Bacillariophyta	Mediophyceae	Biddulphiophycidae	Triceratium_gibbosum	1	1	0	0	['JQ315689']	[]	['']	[' Taxonomy of the algal strains in Korea Marine Microalgae Culture Center']
Stramenopiles	Bacillariophyta	Mediophyceae	Biddulphiophycidae	Triceratium_pentacrinus	2	2	0	0	['KJ577843', 'KC309483']	[]	['Mexico', 'USA']	[' Comparative analysis of the interaction between habitat and growth form in diatoms', ' Revisiting Ross and Sims (1971)']
Stramenopiles	Bacillariophyta	Mediophyceae	Biddulphiophycidae	Trieres_chinensis	1	1	0	0	['KJ671689']	[]	['']	[" Comparison of potential diatom 'barcode' genes (the 18S rRNA gene and ITS, COI, rbcL) and their effectiveness in discriminating and determining species taxonomy in the Bacillariophyta"]
Stramenopiles	Bacillariophyta	Mediophyceae	Biddulphiophycidae	Trigonium_formosum	3	3	0	0	['HQ912648', 'JX413550', 'KC309518']	[]	['', 'USA']	[' A preliminary multigene phylogeny of the diatoms (Bacillariophyta)', ' The marine araphid diatom genus Licmosphenia in comparison to Licmophora, with the description of three new species', ' Revisiting Ross and Sims (1971)']
Stramenopiles	Bacillariophyta	Mediophyceae	Cymatosirophycidae	Arcocellulus_mammifer	2	2	0	0	['EF192989', 'HQ912569']	[]	['']	[' On the origin of 24-norcholestanes and their use as age-diagnostic biomarker', ' A preliminary multigene phylogeny of the diatoms (Bacillariophyta)']
Stramenopiles	Bacillariophyta	Mediophyceae	Cymatosirophycidae	Brockmanniella_brockmannii	2	2	0	0	['KC284711', 'HQ912565']	[]	['']	[' Timing marine-freshwater transitions in the diatom order Thalassiosirales', ' A preliminary multigene phylogeny of the diatoms (Bacillariophyta)']
Stramenopiles	Bacillariophyta	Mediophyceae	Cymatosirophycidae	Campylosira_cymbelliformis	1	1	0	0	['HQ912623']	[]	['']	[' A preliminary multigene phylogeny of the diatoms (Bacillariophyta)']
Stramenopiles	Bacillariophyta	Mediophyceae	Cymatosirophycidae	cf._Extubocellulus	1	1	0	0	['EF192987']	[]	['']	[' On the origin of 24-norcholestanes and their use as age-diagnostic biomarker']
Stramenopiles	Bacillariophyta	Mediophyceae	Cymatosirophycidae	Cymatosira_belgica	1	1	0	0	['X85387']	[]	['']	[' Evolution of the diatoms (Bacillariophyta)']
Stramenopiles	Bacillariophyta	Mediophyceae	Cymatosirophycidae	Cymatosira_lorenziana	1	1	0	0	['KC309490']	[]	['USA']	[' Revisiting Ross and Sims (1971)']
Stramenopiles	Bacillariophyta	Mediophyceae	Cymatosirophycidae	Extubocellulus_cribriger	1	1	0	0	['HQ912571']	[]	['']	[' A preliminary multigene phylogeny of the diatoms (Bacillariophyta)']
Stramenopiles	Bacillariophyta	Mediophyceae	Cymatosirophycidae	Extubocellulus_spinifer	1	1	0	0	['AY485504']	[]	['']	[' The rise of the rhizosolenid diatoms']
Stramenopiles	Bacillariophyta	Mediophyceae	Cymatosirophycidae	Leyanella_arenaria	1	1	0	0	['HQ912570']	[]	['']	[' A preliminary multigene phylogeny of the diatoms (Bacillariophyta)']
Stramenopiles	Bacillariophyta	Mediophyceae	Cymatosirophycidae	Minutocellus_polymorphus	5	5	0	0	['KC309498', 'HQ912568', 'AY485478', 'KF925333', 'FR865497']	[]	['USA', '']	[' Revisiting Ross and Sims (1971)', ' A preliminary multigene phylogeny of the diatoms (Bacillariophyta)', ' The rise of the rhizosolenid diatoms', ' Protistan 18S rRNA sequences from a culture collection', ' Barcoding and taxonomic revision of the Culture Collection for Algae and Protozoa (CCAP)']
Stramenopiles	Bacillariophyta	Mediophyceae	Cymatosirophycidae	Papiliocellulus_elegans	2	2	0	0	['JF790987', 'X85388']	[]	['']	[' Phylogenetic composition and distribution of picoeukaryotes in the hypoxic northwestern coast of the Gulf of Mexico', ' Evolution of the diatoms (Bacillariophyta)']
Stramenopiles	Bacillariophyta	Mediophyceae	Cymatosirophycidae	Papiliocellulus_simplex	1	1	0	0	['HQ912630']	[]	['']	[' A preliminary multigene phylogeny of the diatoms (Bacillariophyta)']
Stramenopiles	Bacillariophyta	Mediophyceae	Cymatosirophycidae	Pierrecomperia_catenuloides	2	1	0	0	['HQ413685', 'HQ413684']	[]	['']	[' A new genus, Pierrecomperia gen. nov., a new species and two new combinations in the marine diatom family Cymatosiraceae']
Stramenopiles	Bacillariophyta	Mediophyceae	Cymatosirophycidae	Plagiogrammopsis_vanheurckii	2	2	0	0	['KJ577870', 'KC309504']	[]	['USA']	[' Comparative analysis of the interaction between habitat and growth form in diatoms', ' Revisiting Ross and Sims (1971)']
Stramenopiles	Bacillariophyta	Mediophyceae	Lithodesmiophycidae	Ditylum_brightwellii	6	5	0	0	['KC309493', 'AY188181', 'AY188182', 'AY485444', 'JQ581524', 'X85386']	[]	['USA', '', 'South Korea']	[' Revisiting Ross and Sims (1971)', ' Genetic differentiation among populations of the planktonic marine diatom Ditylum brightwellii (Bacillariophyceae)', ' The rise of the rhizosolenid diatoms', ' Direct Submission', ' Evolution of the diatoms (Bacillariophyta)']
Stramenopiles	Bacillariophyta	Mediophyceae	Lithodesmiophycidae	Ditylum_sol	1	1	0	0	['KC309492']	[]	['USA']	[' Revisiting Ross and Sims (1971)']
Stramenopiles	Bacillariophyta	Mediophyceae	Lithodesmiophycidae	Helicotheca_tamesis	4	4	0	0	['EF192982', 'KJ577858', 'X85385', 'KF422617']	[]	['', 'USA']	[' On the origin of 24-norcholestanes and their use as age-diagnostic biomarker', ' Comparative analysis of the interaction between habitat and growth form in diatoms', ' Evolution of the diatoms (Bacillariophyta)', ' Protistan 18S rRNA sequences from culture collections']
Stramenopiles	Bacillariophyta	Mediophyceae	Lithodesmiophycidae	Lithodesmioides_polymorpha	1	1	0	0	['HQ912655']	[]	['']	[' A preliminary multigene phylogeny of the diatoms (Bacillariophyta)']
Stramenopiles	Bacillariophyta	Mediophyceae	Lithodesmiophycidae	Lithodesmium_intricatum	2	1	0	0	['HQ912678', 'HQ912670']	[]	['']	[' A preliminary multigene phylogeny of the diatoms (Bacillariophyta)']
Stramenopiles	Bacillariophyta	Mediophyceae	Lithodesmiophycidae	Lithodesmium_undulatum	4	4	0	0	['DQ514846', 'HQ912559', 'DQ887491', 'Y10569']	[]	['']	[' Bridging the Rubicon', ' A preliminary multigene phylogeny of the diatoms (Bacillariophyta)', ' Direct Submission', ' Ribosomal RNA analysis indicates a benthic pennate diatom ancestry for the endosymbionts of the dinoflagellates Peridinium foliaceum and Peridinium balticum']
Stramenopiles	Bacillariophyta	Mediophyceae	Lithodesmiophycidae	Lithodesmium_variabile	1	1	0	0	['KJ671699']	[]	['']	[" Comparison of potential diatom 'barcode' genes (the 18S rRNA gene and ITS, COI, rbcL) and their effectiveness in discriminating and determining species taxonomy in the Bacillariophyta"]
Stramenopiles	Bacillariophyta	Mediophyceae	Mediopyxis	Mediopyxis_helysia	1	1	0	0	['AJ968728']	[]	['Germany']	[' A new diatom, Mediopyxis helysia gen. nov. and sp. nov. (Mediophyceae) from the North Sea and the Gulf of Maine as determined from morphological and phylogenetic characteristics']
Stramenopiles	Bacillariophyta	Mediophyceae	Toxariales	Toxarium_hennedyanum	1	1	0	0	['HQ912662']	[]	['']	[' A preliminary multigene phylogeny of the diatoms (Bacillariophyta)']
Stramenopiles	Bacillariophyta	Mediophyceae	Toxariales	Toxarium_undulatum	2	2	0	0	['AF525668', 'HQ912654']	[]	['']	[' The phylogenetic position of Toxarium, a pennate-like lineage within centric diatoms (Bacillariophyceae)', ' A preliminary multigene phylogeny of the diatoms (Bacillariophyta)']
Stramenopiles	Bacillariophyta	unclassified Bacillariophyta		Peridiniopsis_cf_kevei	1	1	0	0	['AB353772']	[]	['Japan']	[' Serial replacement of diatom endosymbionts in two freshwater dinoflagellates, Peridiniopsis spp. (Peridiniales, Dinophyceae)']
Stramenopiles	Bacillariophyta	unclassified Bacillariophyta		Peridiniopsis_jiulongensis	1	1	0	0	['KM217383']	[]	['China']	[' Peridiniopsis jiulongensis, a new freshwater dinoflagellate with a diatom endosymbiont from China']
Stramenopiles	Bacillariophyta	unclassified Bacillariophyta		Peridiniopsis_penardii	4	2	0	0	['HM596548', 'HM596547', 'AB353773', 'HM596549']	[]	['', 'Japan']	[' Morphological differences and molecular phylogeny of freshwater blooming species, Peridiniopsis spp. (Dinophyceae) from China', ' Serial replacement of diatom endosymbionts in two freshwater dinoflagellates, Peridiniopsis spp. (Peridiniales, Dinophyceae)']
Stramenopiles	Bacillariophyta	unclassified Bacillariophyta		Peridinium_balticum	1	1	0	0	['Y10566']	[]	['']	[' Ribosomal RNA analysis indicates a benthic pennate diatom ancestry for the endosymbionts of the dinoflagellates Peridinium foliaceum and Peridinium balticum']
Stramenopiles	Bacillariophyta	unclassified Bacillariophyta		Peridinium_foliaceum	1	1	0	0	['Y10567']	[]	['']	[' Ribosomal RNA analysis indicates a benthic pennate diatom ancestry for the endosymbionts of the dinoflagellates Peridinium foliaceum and Peridinium balticum']
Stramenopiles	Bacillariophyta	unclassified Bacillariophyta		Peridinium_quinquecorne	1	1	0	0	['AB246746']	[]	['']	[' Serial replacement of a diatom endosymbiont in the marine dinoflagellate Peridinium quinquecorne (Peridiniales, Dinophyceae)']
Stramenopiles	Bacillariophyta	unclassified Bacillariophyta	Prestauroneis	Prestauroneis_integra	1	1	0	0	['AM502025']	[]	['Germany']	[' Molecular assessment of phylogenetic relationships in selected species/genera in the naviculoid diatoms (Bacillariophyta). I. The genus Placoneis']
Stramenopiles	Bicosoecida	Bicosoecidae	Bicosoeca	Bicosoeca_petiolata	1	1	0	0	['AY520444']	[]	['']	[' Phylogeny and megasystematics of phagotrophic heterokonts (kingdom Chromista)']
Stramenopiles	Bicosoecida	Bicosoecidae	Bicosoeca	Bicosoeca_vacillans	1	1	0	0	['AY520445']	[]	['']	[' Phylogeny and megasystematics of phagotrophic heterokonts (kingdom Chromista)']
Stramenopiles	Bicosoecida	Bicosoecidae	Symbiomonas	Symbiomonas_scintillans	3	2	0	0	['AF185053', 'AF185052', 'KT861043']	[]	['']	[' Symbiomonas scintillans gen. et sp. nov. and Picophagus flagellatus gen. et sp. nov. (Heterokonta)', ' Direct Submission']
Stramenopiles	Bicosoecida	Caecitellus		Caecitellus_paraparvulus	5	1	0	0	['DQ220716', 'DQ220717', 'DQ220714', 'DQ220715', 'DQ220713']	[]	['Atlantic Ocean']	[' Morphospecies of heterotrophic flagellates']
Stramenopiles	Bicosoecida	Caecitellus		Caecitellus_parvulus	9	3	0	0	['AY827848', 'AY827847', 'AF174368', 'AF174367', 'AY642126', 'AY520457', 'AY520446', 'AY520456', 'AY520455']	[]	['', 'Canada', 'South Africa', 'United Kingdom']	[' Molecular identity of strains of heterotrophic flagellates isolated from surface waters and deep-sea sediments of the South Atlantic based on SSU rDNA', ' A survey of flagellate diversity at four deep-sea hydrothermal vents in the Eastern Pacific Ocean using structural and molecular approaches', ' Phylogeny and megasystematics of phagotrophic heterokonts (kingdom Chromista)']
Stramenopiles	Bicosoecida	Cafeteriaceae	Cafeteria	Cafeteria_minima	2	1	0	0	['AY520449', 'AY520448']	[]	['']	[' Phylogeny and megasystematics of phagotrophic heterokonts (kingdom Chromista)']
Stramenopiles	Bicosoecida	Cafeteriaceae	Cafeteria	Cafeteria_roenbergensis	6	4	0	0	['AY827850', 'AY827851', 'AY827849', 'FJ032655', 'AF174364', 'GU249597']	[]	['', 'USA']	[' Molecular identity of strains of heterotrophic flagellates isolated from surface waters and deep-sea sediments of the South Atlantic based on SSU rDNA', ' Eukaryotic diversity and phylogeny using small- and large-subunit ribosomal RNA genes from environmental samples', ' A survey of flagellate diversity at four deep-sea hydrothermal vents in the Eastern Pacific Ocean using structural and molecular approaches', ' Giant virus with a remarkable complement of genes infects marine zooplankton']
Stramenopiles	Bicosoecida	Cafeteriaceae	Pseudobodo	Pseudobodo_tremulans	5	4	0	0	['DQ102392', 'AF315604', 'KT861107', 'KT860979', 'DQ220718']	[]	['', 'Germany']	[' Phylogeny and megasystematics of phagotrophic heterokonts (kingdom Chromista)', ' Rootlet homology, taxonomy, and phylogeny of bicosoecids based on 18S rRNA gene sequences', ' Direct Submission', ' Morphospecies of heterotrophic flagellates']
Stramenopiles	Bicosoecida	Nerada		Nerada_mexicana	1	1	0	0	['AY520453']	[]	['']	[' Phylogeny and megasystematics of phagotrophic heterokonts (kingdom Chromista)']
Stramenopiles	Bicosoecida	Paramonas		Paramonas_globosa	1	1	0	0	['AY520452']	[]	['']	[' Phylogeny and megasystematics of phagotrophic heterokonts (kingdom Chromista)']
Stramenopiles	Bicosoecida	Siluaniidae	Siluania	Siluania_monomastiga	1	1	0	0	['AF072883']	[]	['']	[' Ultrastructure and 18S rRNA gene sequence of a small heterotrophic flagellate Siluania monomastiga gen. et sp. nov. (Bicosoecida)']
Stramenopiles	Bicosoecida	unclassified Bicosoecida	Halocafeteria	Halocafeteria_seosinensis	4	3	0	0	['DQ269470', 'KT210045', 'KT210044', 'KF545980']	[]	['South Korea', 'Morocco']	[' Halocafeteria seosinensis gen. et sp. nov. (Bicosoecida), a halophilic bacterivorous nanoflagellate isolated from a solar saltern', ' Diversity of Heterotrophic Protists from Extremely Hypersaline Habitats', ' Direct Submission']
Stramenopiles	Bicosoecida	unclassified Bicosoecida	Rictus	Rictus_lutensis	1	1	0	0	['GQ223284']	[]	['']	[' Ultrastructure and molecular phylogenetic position of a novel phagotrophic stramenopile from low oxygen environments']
Stramenopiles	Chrysomerophyceae	Chrysomeridales	Chrysomeridaceae	Chrysowaernella_hieroglyphica	1	1	0	0	['HQ710556']	[]	['']	[' Supermatrix data highlight the phylogenetic relationships of photosynthetic stramenopiles']
Stramenopiles	Chrysophyceae	Chromulinales	Chromulinaceae	Chromulina_cf_nebulosa	1	1	0	0	['EF165101']	[]	['']	[' Molecular Systematics of the Chrysophyceae and Synurophyceae']
Stramenopiles	Chrysophyceae	Chromulinales	Chromulinaceae	Chromulina_chionophila	1	1	0	0	['M87332']	[]	['']	[' Algae containing chlorophylls a + c are paraphyletic']
Stramenopiles	Chrysophyceae	Chromulinales	Chromulinaceae	Chromulina_nebulosa	1	1	0	0	['AF123285']	[]	['']	[' Phylogenetic analysis of the SSU rRNA from members of the Chrysophyceae']
Stramenopiles	Chrysophyceae	Chromulinales	Chromulinaceae	Cyclonexis_annularis	1	1	0	0	['AF123292']	[]	['']	[' Phylogenetic analysis of the SSU rRNA from members of the Chrysophyceae']
Stramenopiles	Chrysophyceae	Chromulinales	Chromulinaceae	Ochromonas_cf_gloeopara	2	1	0	0	['EF165113', 'EF165112']	[]	['']	[' Molecular Systematics of the Chrysophyceae and Synurophyceae']
Stramenopiles	Chrysophyceae	Chromulinales	Chromulinaceae	Ochromonas_cf_sphaerocystis	1	1	0	0	['EF165123']	[]	['']	[' Molecular Systematics of the Chrysophyceae and Synurophyceae']
Stramenopiles	Chrysophyceae	Chromulinales	Chromulinaceae	Ochromonas_danica	2	2	0	0	['EF165108', 'JQ281514']	[]	['']	[' Molecular Systematics of the Chrysophyceae and Synurophyceae', ' Morphology and molecular phylogeny of a new Mallomonas species (Synurophyceae) from Korea']
Stramenopiles	Chrysophyceae	Chromulinales	Chromulinaceae	Ochromonas_distigma	2	2	0	0	['EF165136', 'KT860964']	[]	['']	[' Molecular Systematics of the Chrysophyceae and Synurophyceae', ' Direct Submission']
Stramenopiles	Chrysophyceae	Chromulinales	Chromulinaceae	Ochromonas_marina	1	1	0	0	['EF165138']	[]	['']	[' Molecular Systematics of the Chrysophyceae and Synurophyceae']
Stramenopiles	Chrysophyceae	Chromulinales	Chromulinaceae	Ochromonas_perlata	1	1	0	0	['EF165143']	[]	['']	[' Molecular Systematics of the Chrysophyceae and Synurophyceae']
Stramenopiles	Chrysophyceae	Chromulinales	Chromulinaceae	Ochromonas_sphaerocystis	1	1	0	0	['AF123294']	[]	['']	[' Phylogenetic analysis of the SSU rRNA from members of the Chrysophyceae']
Stramenopiles	Chrysophyceae	Chromulinales	Chromulinaceae	Ochromonas_tuberculata	2	2	0	0	['AF123293', 'FR865769']	[]	['', 'United Kingdom']	[' Phylogenetic analysis of the SSU rRNA from members of the Chrysophyceae', ' Barcoding and taxonomic revision of the Culture Collection for Algae and Protozoa (CCAP)']
Stramenopiles	Chrysophyceae	Chromulinales	Chromulinaceae	Ochromonas_vasocystis	1	1	0	0	['EF165111']	[]	['']	[' Molecular Systematics of the Chrysophyceae and Synurophyceae']
Stramenopiles	Chrysophyceae	Chromulinales	Chromulinaceae	Pedospumella_encystans	2	2	0	0	['AY651083', 'EF043285']	[]	['Austria']	[" High diversity of the 'Spumella-like' flagellates", ' Linking chrysophyte resting stages to their species by correlating DNA sequences']
Stramenopiles	Chrysophyceae	Chromulinales	Chromulinaceae	Spumella_danica	1	1	0	0	['AJ236861']	[]	['Denmark']	[' Phylogenetic analysis of the genus Spumella (Chrysophyceae) inferred from SSU rDNA Sequences, comparison of ultratructure, and description of Spumella danica sp. nov']
Stramenopiles	Chrysophyceae	Chromulinales	Chromulinaceae	Spumella_elongata	1	1	0	0	['AJ236859']	[]	['United Kingdom']	[' Phylogenetic analysis of the genus Spumella (Chrysophyceae) inferred from SSU rDNA Sequences, comparison of ultratructure, and description of Spumella danica sp. nov']
Stramenopiles	Chrysophyceae	Chromulinales	Chromulinaceae	Spumella_obliqua	1	1	0	0	['AJ236860']	[]	['Germany']	[' Phylogenetic analysis of the genus Spumella (Chrysophyceae) inferred from SSU rDNA Sequences, comparison of ultratructure, and description of Spumella danica sp. nov']
Stramenopiles	Chrysophyceae	Chromulinales	Chromulinaceae	Spumella_rivalis	1	1	0	0	['GU073468']	[]	['']	[' Taxonomic and ecological characterization of stomatocysts of Spumella-like flagellates (Chrysophyceae)']
Stramenopiles	Chrysophyceae	Chromulinales	Chromulinaceae	Spumella_vulgaris	1	1	0	0	['DQ388552']	[]	['Antarctica']	[' Evidence for geographic isolation and signs of endemism within a protistan morphospecies']
Stramenopiles	Chrysophyceae	Chromulinales	Chromulinaceae	Uroglena_americana	2	2	0	0	['EF165131', 'AF123290']	[]	['']	[' Molecular Systematics of the Chrysophyceae and Synurophyceae', ' Phylogenetic analysis of the SSU rRNA from members of the Chrysophyceae']
Stramenopiles	Chrysophyceae	Chromulinales	Chrysoamoebidaceae	Chrysamoeba_mikrokonta	1	1	0	0	['AF123287']	[]	['']	[' Phylogenetic analysis of the SSU rRNA from members of the Chrysophyceae']
Stramenopiles	Chrysophyceae	Chromulinales	Chrysoamoebidaceae	Chrysamoeba_pyrenoidifera	1	1	0	0	['AF123286']	[]	['']	[' Phylogenetic analysis of the SSU rRNA from members of the Chrysophyceae']
Stramenopiles	Chrysophyceae	Chromulinales	Chrysoamoebidaceae	Chrysamoeba_tenera	1	1	0	0	['EF165102']	[]	['']	[' Molecular Systematics of the Chrysophyceae and Synurophyceae']
Stramenopiles	Chrysophyceae	Chromulinales	Chrysocapsaceae	Chrysocapsa_paludosa	1	1	0	0	['EF165145']	[]	['']	[' Molecular Systematics of the Chrysophyceae and Synurophyceae']
Stramenopiles	Chrysophyceae	Chromulinales	Chrysocapsaceae	Chrysocapsa_vernalis	2	2	0	0	['EF165105', 'AF123283']	[]	['']	[' Molecular Systematics of the Chrysophyceae and Synurophyceae', ' Phylogenetic analysis of the SSU rRNA from members of the Chrysophyceae']
Stramenopiles	Chrysophyceae	Chromulinales	Chrysocapsaceae	Chrysochaete_britannica	1	1	0	0	['AF123284']	[]	['']	[' Phylogenetic analysis of the SSU rRNA from members of the Chrysophyceae']
Stramenopiles	Chrysophyceae	Chromulinales	Chrysolepidomonadaceae	Chrysolepidomonas_dendrolepidota	1	1	0	0	['AF123297']	[]	['']	[' Phylogenetic analysis of the SSU rRNA from members of the Chrysophyceae']
Stramenopiles	Chrysophyceae	Chromulinales	Dinobryaceae	Dinobryon_bavaricum	6	1	0	0	['EU076735', 'EU024982', 'EU024979', 'EU024973', 'EU024972', 'EU024971']	[]	['']	[" Improved methodology for identification of protists and microalgae from plankton samples preserved in Lugol's iodine solution"]
Stramenopiles	Chrysophyceae	Chromulinales	Dinobryaceae	Dinobryon_cf_sociale	1	1	0	0	['EF165141']	[]	['']	[' Molecular Systematics of the Chrysophyceae and Synurophyceae']
Stramenopiles	Chrysophyceae	Chromulinales	Dinobryaceae	Dinobryon_crenulatum	1	1	0	0	['EU024980']	[]	['']	[" Improved methodology for identification of protists and microalgae from plankton samples preserved in Lugol's iodine solution"]
Stramenopiles	Chrysophyceae	Chromulinales	Dinobryaceae	Dinobryon_cylindricum	1	1	0	0	['EF165140']	[]	['']	[' Molecular Systematics of the Chrysophyceae and Synurophyceae']
Stramenopiles	Chrysophyceae	Chromulinales	Dinobryaceae	Dinobryon_divergens	9	1	0	0	['EU076739', 'EU076738', 'EU076737', 'EU076736', 'EU025020', 'EU025019', 'EU024978', 'EU024977', 'EU024976']	[]	['']	[" Improved methodology for identification of protists and microalgae from plankton samples preserved in Lugol's iodine solution"]
Stramenopiles	Chrysophyceae	Chromulinales	Dinobryaceae	Dinobryon_pediforme	12	1	0	0	['EU025013', 'EU025000', 'EU025015', 'EU025014', 'EU025009', 'EU025008', 'EU025007', 'EU025001', 'EU024998', 'EU024993', 'EU024992', 'EU005402']	[]	['']	[" Improved methodology for identification of protists and microalgae from plankton samples preserved in Lugol's iodine solution"]
Stramenopiles	Chrysophyceae	Chromulinales	Dinobryaceae	Dinobryon_sertularia	1	1	0	0	['AF123289']	[]	['']	[' Phylogenetic analysis of the SSU rRNA from members of the Chrysophyceae']
Stramenopiles	Chrysophyceae	Chromulinales	Dinobryaceae	Dinobryon_sociale	2	2	0	0	['EU024975', 'AF123291']	[]	['']	[" Improved methodology for identification of protists and microalgae from plankton samples preserved in Lugol's iodine solution", ' Phylogenetic analysis of the SSU rRNA from members of the Chrysophyceae']
Stramenopiles	Chrysophyceae	Chromulinales	Dinobryaceae	Epipyxis_aureus	1	1	0	0	['AF123301']	[]	['']	[' Phylogenetic analysis of the SSU rRNA from members of the Chrysophyceae']
Stramenopiles	Chrysophyceae	Chromulinales	Dinobryaceae	Epipyxis_pulchra	1	1	0	0	['AF123298']	[]	['']	[' Phylogenetic analysis of the SSU rRNA from members of the Chrysophyceae']
Stramenopiles	Chrysophyceae	Chromulinales	Dinobryaceae	Poteriospumella_lacustris	1	1	0	0	['AY651074']	[]	['Austria']	[" High diversity of the 'Spumella-like' flagellates"]
Stramenopiles	Chrysophyceae	Chromulinales	Paraphysomonadaceae	Paraphysomonas_aff_imperforata	1	1	0	0	['JQ967324']	[]	['United Kingdom']	[' Scale evolution in chrysomonads']
Stramenopiles	Chrysophyceae	Chromulinales	Paraphysomonadaceae	Paraphysomonas_bandaiensis	1	1	0	0	['AF109322']	[]	['']	[' Molecular phylogenetic analysis of the heterotrophic chrysophyte genus Paraphysomonas (Chrysophyceae), and the design of rRNA-targeted oligonucleotide probes for two species']
Stramenopiles	Chrysophyceae	Chromulinales	Paraphysomonadaceae	Paraphysomonas_butcheri	2	2	0	0	['AF109326', 'JQ967291']	[]	['', 'USA']	[' Molecular phylogenetic analysis of the heterotrophic chrysophyte genus Paraphysomonas (Chrysophyceae), and the design of rRNA-targeted oligonucleotide probes for two species', ' Scale evolution in chrysomonads']
Stramenopiles	Chrysophyceae	Chromulinales	Paraphysomonadaceae	Paraphysomonas_foraminifera	2	2	0	0	['AF174376', 'AB022864']	[]	['']	[' A survey of flagellate diversity at four deep-sea hydrothermal vents in the Eastern Pacific Ocean using structural and molecular approaches', ' Phylogenetic analysis of the SSU rDNA from members of the Chrysophyceae']
Stramenopiles	Chrysophyceae	Chromulinales	Paraphysomonadaceae	Paraphysomonas_imperforata	4	2	0	0	['AF109324', 'AF109323', 'EF432519', 'EF432518']	[]	['']	[' Molecular phylogenetic analysis of the heterotrophic chrysophyte genus Paraphysomonas (Chrysophyceae), and the design of rRNA-targeted oligonucleotide probes for two species', ' Analysis of Cold Tubulin Sequences and Their Implication for Cold-Adaptation of Microtubules']
Stramenopiles	Chrysophyceae	Chromulinales	Paraphysomonadaceae	Paraphysomonas_longispina	2	2	0	0	['JQ967305', 'KU891599']	[]	['']	[' Scale evolution in chrysomonads', ' Morphological and molecular identification of a marine omnivorous nanoflagellate']
